CountyName,LocationID,TotalPopulation,Checkups,Depression,Disability,Food_Insecurity,Food_Stamps,Housing_Insecure,Insurance_Gap,Loneliness,Transport_Barriers,Utility_Threat
Henrico,51087200807,4440,78.7,23.0,38.2,31.7,31.3,26.7,12.9,41.6,17.1,18.9
Henrico,51087200904,6185,84.3,18.4,31.4,11.8,9.5,10.6,6.6,32.7,6.8,6.9
Henrico,51087200905,5877,79.9,20.4,30.2,14.6,11.4,13.3,8.4,36.2,8.1,8.1
Henrico,51087200906,4888,79.1,22.4,31.6,13.9,11.5,11.7,8.6,33.9,7.8,7.6
Henrico,51087200907,4619,80.4,20.7,28.9,11.9,9.2,10.9,7.3,34.1,7.0,6.9
Henrico,51087200908,2975,78.4,21.5,26.9,11.6,8.6,11.6,7.4,35.1,7.0,7.1
Henrico,51087201001,6162,83.1,18.3,30.5,16.9,14.0,16.3,7.6,37.1,9.3,10.5
Henrico,51087201002,2961,82.4,20.7,39.2,27.8,27.7,23.0,10.8,38.7,14.4,16.4
Henrico,51087201003,6008,84.2,18.7,37.6,24.4,23.4,21.0,9.5,37.9,12.8,14.8
Henrico,51087201102,4231,81.3,21.0,34.4,21.3,19.2,18.8,9.6,38.1,11.4,12.4
Henrico,51087201103,3580,81.0,20.4,37.3,28.4,26.6,24.3,12.3,40.5,14.8,16.4
Henrico,51087201104,3561,84.4,18.1,35.7,17.9,15.4,16.3,8.6,36.8,9.6,10.6
Henrico,51087201203,3090,81.9,20.6,36.2,22.5,20.3,19.6,10.3,38.7,11.7,12.8
Henrico,51087201204,3926,80.3,23.0,38.5,24.0,23.7,19.8,11.1,36.7,12.6,14.1
Henrico,51087201205,3608,81.1,21.7,35.8,23.1,21.7,20.2,10.2,38.3,12.3,13.7
Henrico,51087201206,2892,83.0,20.3,36.6,27.3,26.8,23.9,9.7,39.2,14.3,17.0
Henrico,51087201403,5932,81.3,21.7,38.2,22.8,21.7,18.8,11.2,36.3,12.1,13.1
Henrico,51087201404,4320,80.8,22.6,32.8,11.8,9.7,10.5,7.5,33.2,6.8,6.7
Henrico,51087201405,1481,85.9,18.6,44.3,32.2,35.5,24.2,10.8,36.3,16.2,19.5
Henrico,51087201406,3906,81.0,21.4,38.4,24.5,22.8,20.5,11.7,38.4,12.8,13.8
Henrico,51087201502,5537,82.4,19.9,28.1,11.3,8.7,11.6,6.0,33.7,6.8,7.5
Henrico,51087201503,6334,82.5,19.3,29.9,17.4,14.8,17.2,7.4,37.3,9.7,11.2
Henrico,51087201504,4489,81.3,22.5,41.2,31.6,32.0,25.7,12.5,39.9,16.5,18.5
Henrico,51087201601,3364,81.5,21.8,30.7,10.8,8.6,9.9,6.5,32.5,6.4,6.4
Henrico,51087201602,5565,82.0,19.9,27.6,9.2,6.9,8.9,6.0,32.1,5.6,5.6
Henrico,51087201701,3837,78.6,24.7,37.6,18.5,16.9,15.2,10.7,36.5,9.9,10.0
Henry,51089010100,3855,79.6,25.4,43.6,25.9,25.7,18.3,15.1,35.2,13.1,13.1
Henry,51089010200,5114,81.0,23.5,36.8,16.9,15.2,12.9,10.2,33.8,9.2,8.9
Henry,51089010300,5223,83.7,21.3,36.0,14.9,12.8,12.0,8.3,32.8,8.0,8.1
Henry,51089010400,3618,82.3,22.4,40.6,20.8,19.0,15.3,11.8,34.5,10.4,10.5
Henry,51089010500,3853,80.6,24.6,41.0,20.9,19.2,15.3,12.1,35.3,10.6,10.3
Henry,51089010601,2713,81.9,22.9,35.9,15.2,12.9,12.1,9.4,33.5,8.1,8.0
Henry,51089010602,3891,80.9,24.8,38.4,18.3,17.1,13.8,10.5,33.8,9.7,9.7
Henry,51089010700,3345,81.8,23.5,40.1,19.2,18.4,14.1,10.1,33.2,10.1,10.3
Henry,51089010800,2384,82.9,23.0,45.4,28.7,29.9,19.6,12.6,35.6,14.0,14.8
Henry,51089010900,2515,81.8,23.6,37.9,15.7,13.8,11.7,9.5,33.3,8.3,7.8
Henry,51089011000,4656,80.9,25.8,46.2,25.7,26.9,16.8,13.0,34.4,12.8,12.7
Henry,51089011100,2613,81.1,25.0,43.9,20.1,19.5,13.5,12.2,33.6,10.4,9.6
Henry,51089011200,3293,80.1,26.3,43.5,21.1,20.2,14.5,12.9,34.2,10.9,10.2
Henry,51089011300,3875,81.9,23.9,40.1,16.8,15.5,12.2,9.9,33.1,8.9,8.6
Highland,51091970100,2232,82.9,22.1,34.8,9.2,7.5,6.8,7.0,30.0,5.2,4.5
Hopewell,51670820100,1556,79.6,25.6,41.8,29.7,31.4,22.1,12.8,37.4,15.5,16.8
Hopewell,51670820300,2635,79.5,25.7,46.2,34.3,37.2,24.8,14.6,38.6,17.7,19.3
Hopewell,51670820400,6155,80.6,23.6,39.9,21.7,20.2,16.9,11.7,36.6,11.3,11.6
Hopewell,51670820500,4858,79.4,25.3,41.2,23.1,22.8,17.4,11.8,36.4,12.2,12.6
Hopewell,51670820600,5399,80.2,23.5,42.5,29.4,29.3,22.3,13.9,38.8,15.0,16.0
Hopewell,51670820700,2430,80.9,23.2,47.3,44.3,47.9,33.1,16.8,42.0,22.4,25.6
Isle of Wight,51093280101,3771,82.5,21.7,33.6,12.4,10.5,10.4,7.1,32.0,7.0,6.9
Isle of Wight,51093280104,4439,82.2,21.9,29.5,8.0,6.2,7.2,5.8,29.7,5.1,4.7
Isle of Wight,51093280105,4925,81.6,22.2,35.1,17.5,16.0,14.1,8.8,33.7,9.4,9.7
Isle of Wight,51093280106,3049,81.2,22.0,30.0,10.8,8.7,9.8,6.8,31.8,6.4,6.4
Isle of Wight,51093280107,4571,81.3,22.1,28.6,9.0,7.1,8.4,6.0,30.3,5.6,5.6
Isle of Wight,51093280108,4678,79.2,23.3,29.6,13.1,11.3,11.6,7.7,32.7,7.8,7.9
Isle of Wight,51093280200,3780,81.8,22.7,34.6,13.2,11.5,10.8,7.5,32.0,7.5,7.3
Isle of Wight,51093280300,5481,80.6,23.1,33.2,12.2,10.2,10.4,7.7,32.3,7.1,6.8
Isle of Wight,51093280400,3912,80.6,23.5,36.6,15.0,13.2,11.6,9.1,33.5,8.1,7.6
James City,51095080102,4163,77.0,23.7,37.7,24.8,21.2,20.5,15.3,39.8,12.9,12.8
James City,51095080103,3229,82.7,22.3,36.2,13.1,10.9,10.1,9.7,32.5,7.1,6.6
James City,51095080104,2449,87.6,18.4,28.1,3.7,2.4,3.1,3.6,26.0,2.6,2.1
James City,51095080202,5907,81.5,22.2,25.7,6.7,4.8,6.4,5.2,30.4,4.5,4.1
James City,51095080203,3750,83.9,20.4,30.9,6.3,4.5,5.4,5.4,29.9,4.2,3.5
James City,51095080205,4436,81.3,22.4,34.6,12.8,10.8,10.6,8.4,33.7,7.6,7.2
James City,51095080207,4067,86.8,20.2,32.1,6.7,5.4,5.5,5.2,27.8,4.2,3.8
James City,51095080208,3467,85.7,20.3,29.5,5.7,4.2,4.7,5.0,27.5,3.7,3.2
James City,51095080209,3434,82.9,21.4,29.6,7.1,5.1,6.1,5.7,30.7,4.6,4.0
James City,51095080304,6323,84.7,19.6,26.2,4.4,2.9,4.1,4.2,27.4,3.1,2.7
James City,51095080305,5418,80.3,23.5,31.6,13.7,11.1,11.7,8.6,34.6,7.7,7.5
James City,51095080306,4073,80.8,22.6,29.9,11.0,8.4,9.6,7.4,33.4,6.3,6.0
James City,51095080307,4624,83.4,21.6,26.4,5.7,4.0,5.4,4.6,29.2,3.9,3.5
James City,51095080308,4675,81.0,22.6,25.0,6.8,4.9,6.6,5.2,30.4,4.5,4.2
James City,51095080402,10117,82.8,22.1,29.9,8.9,6.9,8.1,6.6,31.1,5.4,5.2
James City,51095080403,3792,79.5,23.9,26.5,8.7,6.4,8.6,6.2,32.8,5.6,5.4
James City,51095080404,4330,83.0,21.6,26.9,6.5,4.6,6.0,5.1,29.7,4.2,3.9
King George,51099040100,5692,77.8,23.2,29.8,12.6,10.1,11.1,8.2,34.3,7.4,7.1
King George,51099040200,4377,79.7,22.9,30.0,10.6,8.5,9.2,7.2,32.1,6.3,6.0
King George,51099040301,4933,77.9,24.0,30.4,12.2,9.9,10.7,8.2,33.9,7.2,6.9
King George,51099040302,3077,77.9,24.5,30.9,12.7,10.6,10.8,8.2,33.4,7.6,7.2
King George,51099040400,5459,78.4,23.8,30.6,13.4,11.4,11.5,8.3,33.8,7.7,7.6
King George,51099040500,3185,79.4,23.1,29.3,9.8,7.5,9.0,6.8,32.7,6.0,5.7
King William,51101950101,5043,78.2,24.7,31.1,12.5,10.6,10.9,7.6,34.9,7.3,7.3
King William,51101950102,6702,79.0,24.3,31.0,11.3,9.2,9.8,7.3,34.3,6.7,6.5
King William,51101950200,2556,79.3,23.7,35.0,15.1,12.9,12.0,9.0,35.6,8.3,7.9
King William,51101950300,3509,79.5,23.5,30.7,10.5,8.2,9.2,7.4,34.4,6.2,5.8
King and Queen,51097950400,3710,81.9,22.7,38.4,17.7,16.3,13.5,9.2,34.4,9.3,9.4
King and Queen,51097950500,2898,81.6,23.3,37.5,15.3,13.9,11.6,8.8,33.4,8.3,8.1
Lancaster,51103030100,3264,83.5,21.4,38.4,16.4,15.1,11.8,8.7,31.9,8.4,8.3
Lancaster,51103030200,3901,84.7,21.5,41.9,18.3,17.9,12.7,9.6,31.8,9.3,9.2
Lancaster,51103030301,1997,83.6,21.2,34.1,10.6,8.7,7.9,6.8,29.8,5.9,5.3
Lancaster,51103030302,1757,86.6,18.6,33.7,6.8,5.3,5.2,5.1,27.3,4.1,3.6
Lee,51105950100,2679,79.0,27.7,45.0,21.0,21.7,14.2,12.0,34.3,11.0,10.3
Lee,51105950200,3655,79.5,26.3,38.7,14.8,14.1,10.9,9.2,32.6,8.3,7.7
Lee,51105950301,1615,79.7,29.8,55.8,34.5,41.6,20.3,16.4,35.0,17.3,17.0
Lee,51105950302,3266,74.4,23.0,42.5,31.2,31.9,24.0,19.3,36.3,16.2,17.8
Lee,51105950400,2910,80.5,25.8,38.3,14.1,13.8,10.4,8.5,31.5,8.0,7.6
Lee,51105950500,4381,80.3,26.9,42.7,18.0,19.0,12.4,10.0,32.3,9.7,9.4
Lee,51105950600,3667,80.1,26.2,42.3,17.3,17.2,11.9,10.6,33.0,9.1,8.4
Lexington,51678930501,4610,80.0,22.6,30.3,9.2,7.3,7.4,7.0,31.8,5.8,4.9
Lexington,51678980000,2710,65.5,28.0,30.3,13.5,8.1,9.0,8.6,45.8,10.7,5.3
Loudoun,51107610101,5055,79.4,22.0,25.4,7.7,5.5,7.0,6.2,31.4,4.8,4.6
Loudoun,51107610102,3866,80.4,21.6,25.4,7.1,5.1,6.3,5.5,30.4,4.6,4.3
Loudoun,51107610201,6225,79.8,21.5,23.1,6.2,4.2,6.0,5.1,30.6,4.2,3.9
Loudoun,51107610202,5624,78.9,21.6,21.8,6.0,4.0,6.1,5.1,30.9,4.2,3.9
Loudoun,51107610300,8911,80.1,20.6,23.1,6.5,4.3,6.2,5.6,30.6,4.3,4.0
Loudoun,51107610400,4695,81.3,20.5,27.0,6.9,4.9,6.1,6.0,30.2,4.5,4.1
Loudoun,51107610503,8097,78.3,19.9,20.4,7.4,4.7,7.1,5.6,32.2,4.7,4.4
Loudoun,51107610504,7094,77.4,20.9,23.2,8.7,5.6,8.4,7.7,33.3,5.4,5.0
Loudoun,51107610505,6702,74.2,20.5,31.6,23.2,17.4,19.0,19.7,36.9,11.7,11.4
Loudoun,51107610506,5646,77.4,20.3,25.4,13.2,9.4,11.3,9.2,34.6,7.3,7.1
Loudoun,51107610507,6297,80.9,19.7,23.7,6.9,4.5,6.2,5.3,30.9,4.4,4.0
Loudoun,51107610601,7193,79.0,21.4,25.6,8.9,6.4,7.8,7.2,31.8,5.4,5.0
Loudoun,51107610602,2807,78.9,19.7,19.2,5.7,3.4,5.6,4.6,30.8,3.9,3.6
Loudoun,51107610603,3587,77.1,21.9,28.5,14.0,10.7,11.6,10.8,34.3,7.9,7.4
Loudoun,51107610604,6964,78.0,21.0,21.8,7.6,5.1,7.3,6.0,32.4,4.8,4.6
Loudoun,51107610701,5640,79.2,21.0,20.4,5.1,3.3,5.3,4.4,30.0,3.7,3.5
Loudoun,51107610702,6207,77.9,22.9,26.0,9.1,6.5,8.1,7.1,33.4,5.7,5.2
Loudoun,51107610703,5364,80.6,20.8,24.6,6.9,4.7,6.1,5.5,30.4,4.5,4.0
Loudoun,51107610800,6657,81.6,21.3,25.8,6.8,4.9,6.0,5.3,29.6,4.4,4.1
Loudoun,51107610900,2404,82.5,20.6,28.7,8.0,6.0,7.0,6.3,30.3,5.0,4.7
Loudoun,51107611002,4736,76.0,21.0,24.7,12.3,8.9,10.7,9.1,34.8,7.1,6.7
Loudoun,51107611004,8935,78.4,20.1,20.0,7.2,4.5,6.8,5.5,31.8,4.6,4.3
Loudoun,51107611005,5573,78.6,19.9,19.5,6.4,3.9,6.3,5.1,31.2,4.2,4.0
Loudoun,51107611006,5950,78.1,19.5,22.1,9.3,5.8,8.1,7.0,33.3,5.4,4.9
Loudoun,51107611009,5542,79.8,19.2,20.4,6.8,4.2,6.3,5.0,31.3,4.3,4.0
Loudoun,51107611010,1951,91.9,14.7,39.8,4.7,3.4,2.9,4.9,26.5,3.0,2.0
Loudoun,51107611011,3833,77.3,20.8,21.5,9.0,6.1,8.3,6.3,33.5,5.6,5.3
Loudoun,51107611012,4509,80.3,18.0,19.4,6.0,3.4,5.5,4.4,31.0,3.9,3.5
Loudoun,51107611013,4370,79.3,19.1,21.1,7.8,5.0,6.9,5.3,31.6,4.8,4.5
Loudoun,51107611014,4472,78.1,20.3,21.7,7.8,5.1,7.3,6.3,32.1,4.9,4.6
Loudoun,51107611015,3771,80.2,17.7,23.5,7.1,4.2,6.3,6.0,32.2,4.4,3.8
Loudoun,51107611016,4140,85.3,17.2,26.3,5.2,3.3,4.5,5.0,28.7,3.4,2.9
Loudoun,51107611017,3397,83.5,17.7,26.5,7.2,4.6,5.9,5.9,30.4,4.2,3.7
Loudoun,51107611018,4004,86.4,15.4,36.7,7.7,5.3,6.1,8.0,30.9,4.7,3.9
Loudoun,51107611019,6045,79.2,19.3,20.5,6.8,4.1,6.1,5.1,31.4,4.3,3.8
Loudoun,51107611020,6892,76.6,19.3,19.8,8.3,5.1,8.0,6.4,34.0,5.2,4.8
Loudoun,51107611022,7320,78.9,18.4,19.5,7.5,4.6,6.7,5.1,31.7,4.6,4.3
Loudoun,51107611023,5954,78.4,19.8,18.4,5.8,3.5,5.6,4.4,31.1,3.9,3.6
Loudoun,51107611026,14425,78.5,16.7,16.4,6.5,3.7,6.1,4.6,31.5,4.0,3.8
Loudoun,51107611027,2163,76.4,20.3,20.4,9.0,5.9,8.4,6.7,33.7,5.4,5.2
Loudoun,51107611028,6439,79.1,16.9,16.6,6.0,3.3,5.6,4.3,30.9,3.8,3.5
Loudoun,51107611029,7139,79.2,19.7,19.1,6.0,3.8,5.9,4.6,30.2,4.0,3.9
Loudoun,51107611030,6176,77.1,17.2,19.1,9.5,5.7,7.8,6.4,34.3,5.1,4.5
Loudoun,51107611031,2141,76.6,18.5,16.8,6.9,4.2,6.9,5.1,33.4,4.4,4.3
Loudoun,51107611032,2991,77.1,18.5,20.5,10.4,6.7,9.3,6.8,34.7,6.0,5.8
Loudoun,51107611101,4716,77.6,20.6,26.1,11.3,7.9,10.2,9.1,34.0,6.6,6.3
Loudoun,51107611102,6225,79.1,19.8,21.5,7.0,4.4,6.7,6.3,31.1,4.4,4.0
Loudoun,51107611202,4735,81.4,18.6,23.8,5.9,3.6,5.4,5.2,30.4,3.9,3.5
Loudoun,51107611204,5768,76.9,19.5,28.1,14.0,8.9,11.9,13.5,34.9,7.4,6.5
Loudoun,51107611205,6018,77.2,18.5,25.9,13.2,8.4,11.0,11.3,34.7,7.1,6.3
Loudoun,51107611206,4311,78.4,20.2,21.4,7.6,4.8,7.1,6.0,32.2,4.8,4.5
Loudoun,51107611207,4325,78.3,19.6,21.3,7.8,4.9,7.1,5.9,32.4,4.9,4.4
Loudoun,51107611208,4384,79.6,19.5,19.9,6.2,3.8,5.7,4.6,30.9,4.0,3.6
Loudoun,51107611209,6639,80.3,19.4,21.6,6.2,3.8,5.7,5.0,30.6,4.0,3.6
Loudoun,51107611300,6349,76.2,18.9,27.2,15.5,10.3,12.8,13.2,35.6,8.0,7.2
Loudoun,51107611400,5767,76.2,19.0,31.1,18.8,12.5,15.0,17.6,36.2,9.2,8.3
Loudoun,51107611501,4242,75.6,19.9,24.1,13.2,9.0,11.8,10.3,35.4,7.5,7.2
Loudoun,51107611502,6550,77.3,18.2,28.6,14.4,8.8,11.8,14.0,35.4,7.4,6.3
Loudoun,51107611601,4317,76.5,19.0,23.1,11.2,7.0,9.9,10.0,34.4,6.2,5.6
Loudoun,51107611602,4316,73.8,19.9,33.9,24.3,16.6,19.2,23.1,38.5,11.8,10.4
Loudoun,51107611701,4797,77.2,18.6,29.5,14.6,9.1,12.3,15.2,34.9,7.5,6.6
Loudoun,51107611702,2461,76.7,15.7,18.6,8.6,4.6,7.6,7.4,34.2,4.9,4.2
Loudoun,51107611803,6838,78.8,17.5,20.5,8.8,5.3,7.4,5.8,33.0,5.0,4.6
Loudoun,51107611804,8852,78.2,17.5,21.5,10.4,6.5,8.2,6.8,33.7,5.6,4.9
Loudoun,51107611805,5069,78.6,19.6,19.6,7.0,4.4,6.5,5.1,31.7,4.4,4.2
Loudoun,51107611807,7561,78.1,16.5,18.0,8.1,4.6,7.0,5.4,33.1,4.6,4.2
Loudoun,51107611808,5569,78.9,17.0,20.1,8.9,5.3,7.4,6.0,33.3,5.0,4.4
Loudoun,51107611809,6941,78.1,17.1,17.8,7.5,4.4,7.0,5.3,32.9,4.5,4.3
Loudoun,51107611810,8135,78.4,17.8,18.2,7.0,4.3,6.3,5.0,31.4,4.2,4.0
Loudoun,51107611811,8098,78.4,18.0,19.1,7.9,4.8,7.3,5.4,32.6,4.8,4.6
Loudoun,51107611812,3241,76.7,17.1,18.2,9.0,5.3,8.0,6.2,34.7,5.2,4.7
Loudoun,51107611813,13108,78.4,17.1,17.9,7.4,4.3,6.8,5.2,32.2,4.4,4.2
Loudoun,51107611901,7388,78.9,14.6,16.4,7.1,3.6,6.0,4.6,32.6,4.1,3.5
Loudoun,51107611902,6290,78.6,15.9,15.9,6.5,3.5,5.7,4.4,31.7,3.9,3.5
Louisa,51109950101,2706,80.3,23.7,33.6,11.6,10.2,9.2,7.5,31.7,6.7,6.3
Louisa,51109950102,4985,80.7,23.3,35.4,13.9,12.2,11.0,8.3,33.3,7.7,7.4
Louisa,51109950201,5553,79.9,23.2,35.2,15.0,13.3,12.1,9.1,34.5,8.4,8.1
Louisa,51109950202,4164,80.5,22.8,34.7,12.3,10.1,10.0,8.5,33.7,6.9,6.3
Louisa,51109950301,4203,81.4,21.5,26.9,7.8,5.9,7.3,5.6,30.6,4.9,4.7
Louisa,51109950302,3010,79.8,23.6,33.4,12.7,10.5,10.7,8.4,34.0,7.3,6.9
Louisa,51109950303,2946,79.9,25.0,38.5,16.8,16.1,12.7,9.5,33.9,9.1,8.9
Louisa,51109950400,3460,80.6,22.9,36.8,17.7,16.3,13.9,9.4,35.0,9.4,9.5
Louisa,51109950500,6569,78.9,24.5,34.8,13.8,12.2,11.0,8.6,34.1,7.8,7.3
Lunenburg,51111930100,5432,79.4,22.4,37.1,20.4,18.6,16.1,12.2,34.3,10.7,11.0
Lunenburg,51111930200,4208,82.0,23.9,42.5,22.8,22.6,16.2,11.7,33.9,11.6,11.5
Lunenburg,51111930300,2296,81.9,23.3,40.1,20.8,20.0,15.2,11.2,33.5,10.7,10.6
Lynchburg,51680000100,4509,81.7,21.9,27.9,6.3,4.6,5.7,5.1,32.3,4.6,3.8
Lynchburg,51680000201,6588,81.7,21.8,25.1,6.2,4.6,5.6,4.9,30.4,4.2,3.8
Lynchburg,51680000203,1519,70.0,32.5,31.1,16.1,10.9,11.6,8.0,49.2,12.3,7.0
Lynchburg,51680000204,3533,79.5,24.8,36.1,22.4,22.6,17.4,10.1,37.1,12.4,13.3
Lynchburg,51680000205,3372,81.6,23.8,37.2,17.8,17.4,13.8,9.2,35.3,10.1,10.2
Lynchburg,51680000300,3965,81.6,22.8,35.2,14.9,13.8,11.5,8.4,34.9,8.6,8.2
Lynchburg,51680000400,3012,80.5,23.0,37.1,23.9,23.0,18.9,10.8,38.9,12.7,13.5
Lynchburg,51680000500,829,73.0,27.2,25.8,12.1,10.1,10.7,7.5,37.8,8.2,7.3
Lynchburg,51680000600,2758,80.6,22.7,42.1,33.1,34.0,24.7,13.8,40.9,17.0,18.5
Lynchburg,51680000700,3770,79.7,24.9,42.7,34.5,36.8,25.4,14.0,40.1,18.2,20.0
Lynchburg,51680000801,2061,75.6,27.3,33.6,19.3,17.7,15.2,10.1,39.8,11.4,10.7
Lynchburg,51680000802,3002,75.9,25.6,31.0,15.1,12.8,12.3,9.1,38.6,9.1,8.2
Lynchburg,51680000901,3493,81.2,22.4,37.7,15.3,13.3,11.4,10.0,35.8,8.6,7.7
Lynchburg,51680000902,2823,74.8,25.6,28.4,15.3,12.3,13.4,8.8,40.4,9.5,8.7
Lynchburg,51680001000,3045,78.4,24.1,29.8,12.4,10.1,10.8,7.9,36.5,7.5,7.0
Lynchburg,51680001100,1901,80.7,22.7,39.1,28.6,29.1,22.2,11.9,39.8,15.1,16.7
Lynchburg,51680001400,7403,68.0,30.8,28.2,12.3,6.9,9.0,7.8,48.8,10.1,5.0
Lynchburg,51680001601,2875,78.3,25.7,38.0,22.7,22.3,16.8,11.4,37.9,12.7,12.4
Lynchburg,51680001602,3340,76.4,26.8,30.9,15.3,13.3,12.0,8.1,38.5,9.8,8.5
Lynchburg,51680001603,2518,78.6,24.1,32.6,15.2,13.3,11.9,9.1,36.0,8.9,8.2
Lynchburg,51680001700,5533,79.3,23.6,31.9,12.0,9.9,9.8,8.0,35.1,7.3,6.6
Lynchburg,51680001800,2260,80.9,22.4,32.3,10.2,8.3,8.2,7.3,34.0,6.3,5.5
Lynchburg,51680001900,4900,80.7,24.0,43.8,34.3,36.2,25.3,13.6,40.8,17.6,19.2
Madison,51113930101,3611,79.4,23.9,33.9,12.2,10.2,9.6,8.6,32.8,7.1,6.3
Madison,51113930102,4309,80.4,23.2,30.9,10.3,8.4,8.7,7.0,32.2,6.1,5.7
Madison,51113930201,2972,80.2,23.8,35.6,13.3,11.3,10.3,9.0,33.4,7.3,6.6
Madison,51113930202,2945,80.7,23.8,33.8,11.6,9.8,9.0,8.0,31.7,6.6,6.0
Manassas,51683910100,4656,77.3,20.1,28.6,13.5,9.3,11.8,12.8,33.4,7.3,6.8
Manassas,51683910201,5239,76.8,20.5,28.9,13.6,9.3,11.9,13.8,33.7,7.3,6.6
Manassas,51683910202,8207,74.4,20.0,29.3,17.7,11.4,15.5,17.8,36.8,9.0,8.0
Manassas,51683910301,4579,75.6,20.8,29.5,16.8,12.1,14.2,14.7,35.4,8.8,8.0
Manassas,51683910302,6436,75.0,21.4,29.2,16.8,12.2,14.5,14.1,36.2,9.0,8.3
Manassas,51683910401,7543,72.1,21.0,32.8,24.8,17.8,20.6,22.4,39.1,12.1,11.1
Manassas,51683910402,6112,77.9,20.5,26.4,10.9,7.5,9.9,9.6,33.4,6.2,5.7
Manassas Park,51685920100,7137,73.1,21.9,38.6,29.3,21.8,23.0,26.8,38.2,13.9,12.7
Manassas Park,51685920201,2872,73.7,21.7,29.6,19.1,13.0,17.0,16.0,37.9,9.9,9.3
Manassas Park,51685920202,7210,76.8,20.8,27.7,15.1,10.8,12.8,10.8,35.6,8.1,7.5
Martinsville,51690000100,3340,83.0,22.0,45.4,27.8,28.6,20.2,12.7,36.5,14.1,15.1
Martinsville,51690000200,1983,84.4,21.5,50.8,44.2,49.8,31.3,14.6,38.7,22.4,26.0
Martinsville,51690000300,2506,79.8,25.8,46.2,34.6,38.4,24.3,14.3,36.8,17.8,19.6
Martinsville,51690000400,2593,79.6,23.2,42.0,29.8,29.4,22.6,15.2,37.6,15.1,16.2
Martinsville,51690000500,3063,82.7,21.6,30.8,9.4,8.0,8.1,6.1,29.9,5.8,5.7
Mathews,51115951301,2613,81.8,24.0,36.3,12.1,10.4,9.1,7.9,31.9,6.8,6.2
Mathews,51115951302,1679,83.3,22.9,34.3,8.1,6.3,6.4,6.3,30.5,4.9,4.2
Mathews,51115951401,2762,83.0,23.0,36.3,11.3,9.6,8.5,7.4,31.2,6.2,5.7
Mathews,51115951402,1479,83.2,23.3,36.1,10.0,8.4,7.6,6.9,30.9,5.8,5.2
Mecklenburg,51117930101,2997,81.2,24.3,42.0,26.8,28.2,19.4,13.2,35.2,13.9,14.7
Mecklenburg,51117930103,859,83.8,22.5,32.6,8.6,7.0,7.1,6.8,29.1,5.2,4.8
Mecklenburg,51117930104,1877,82.7,23.6,36.2,13.1,12.0,9.9,8.3,31.5,7.4,6.8
Mecklenburg,51117930201,3699,82.3,22.9,36.9,17.2,16.3,13.6,9.3,34.2,9.5,9.5
Mecklenburg,51117930202,2213,82.6,23.1,42.8,30.5,32.0,22.7,12.8,38.0,15.7,16.8
Mecklenburg,51117930300,3113,80.0,22.8,38.0,21.3,20.6,16.7,11.7,35.1,11.4,11.9
Mecklenburg,51117930401,2349,83.5,22.5,40.3,20.1,20.3,14.7,10.1,33.9,10.6,10.7
Mecklenburg,51117930402,2522,82.4,22.3,39.0,20.7,19.2,16.3,10.8,36.6,10.8,10.8
Mecklenburg,51117930500,1842,83.2,22.9,37.7,15.3,14.6,11.3,9.1,31.6,8.3,8.1
Mecklenburg,51117930600,2610,82.9,22.9,38.6,18.0,17.7,13.5,9.5,33.2,9.6,9.7
Mecklenburg,51117930700,2638,85.3,21.0,35.8,13.5,12.5,10.5,7.3,30.9,7.5,7.5
Mecklenburg,51117930800,3600,83.1,23.0,37.8,14.7,13.8,11.2,8.8,32.4,8.1,7.8
Middlesex,51119950900,1537,82.9,22.4,35.9,14.2,12.5,11.4,8.0,31.9,7.8,7.7
Middlesex,51119951000,3849,83.8,21.4,35.5,10.7,9.0,8.6,7.2,30.2,6.2,5.8
Middlesex,51119951100,2655,82.7,23.5,37.2,13.4,12.2,10.1,8.2,30.6,7.4,7.0
Middlesex,51119951200,2584,84.7,22.3,37.4,9.9,9.0,7.3,7.0,27.9,5.8,5.2
Montgomery,51121020100,9927,66.6,29.3,31.8,18.7,12.3,11.4,9.7,48.4,13.9,6.9
Montgomery,51121020201,5611,71.3,26.8,30.6,18.3,15.8,12.0,9.1,39.4,12.1,8.9
Montgomery,51121020202,2912,79.0,21.7,32.2,9.8,7.7,7.6,8.5,33.7,6.2,4.9
Montgomery,51121020301,4190,69.9,27.7,33.8,23.0,19.8,14.0,10.1,42.3,15.3,10.3
Montgomery,51121020302,3446,77.0,23.0,24.8,8.3,6.1,7.0,6.0,33.4,5.6,4.6
Montgomery,51121020401,2516,68.0,32.4,43.6,38.5,38.2,21.5,14.5,46.3,25.6,17.3
Montgomery,51121020402,4281,71.7,27.3,34.2,21.7,19.4,13.6,9.9,40.8,14.1,10.1
Montgomery,51121020500,6478,75.0,24.8,26.6,10.8,8.6,8.3,6.5,35.4,7.5,5.8
Montgomery,51121020600,5507,75.1,24.2,24.3,8.3,6.2,6.9,5.8,34.5,6.2,4.7
Montgomery,51121020701,2563,72.8,26.6,26.5,11.2,9.2,8.4,6.7,36.6,8.4,6.1
Montgomery,51121020702,3315,72.7,26.2,30.0,16.6,14.8,12.1,8.9,37.4,10.6,8.8
Montgomery,51121020801,4097,76.2,25.8,30.8,13.0,11.5,10.7,9.0,34.6,7.8,7.1
Montgomery,51121020802,2864,75.9,26.8,32.5,15.5,14.6,12.5,9.6,35.5,9.1,8.6
